pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,industryG,sati,satiG,insurance,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간,사업체지역,산업체,산업체분류,주당근로일,주당근로시간,주당근로시간_binary,직장에서의복리후생제공여부,보험가입여부,직장만족도
102014,4,2,경기,1,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,8.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1,3.5,2,5,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-04-01,,14.0,0,14.0,1,0,4,4,-1,3,3,1,3,3,1,1,3,3,5.0,40,1,3,1,1,1,8.0,3.0,1.125,3,1,1,3,3,2,3,3,3,,2,2,0,0,,2.0,5.0,3,1,24.583333333,1.125,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,경기,제조업,2차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
102151,4,5,광주,1,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.5,49.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3,3.8,2,4,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-04-01,,3.0,0,3.0,0,0,4,4,4,3,2,1,1,3,3,1,1,3,5.5,49,1,2,1,3,3,6.0,3.0,3.0,3,1,2,3,3,2,3,3,3,2.0,2,1,0,1,,2.0,7.0,3,0,24.5,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,광주,제조업,2차산업,5.5,49,40시간초과,제공하지않는다,가입하지않음,그렇지않다
102165,4,2,강원,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.9,2,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-02-01,,7.0,0,7.0,0,0,2,3,-1,3,3,2,2,2,2,2,2,2,1.0,8,2,2,2,2,2,9.0,18.0,3.0,2,1,1,1,2,2,2,2,2,,2,2,0,0,,3.0,4.0,2,0,24.666666667,3.0,남자,보통이다,미혼,수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,,보통이다,,,강원,예술/스포츠/여가관련서비스업,3차산업,1.0,8,40시간이하,제공하지않는다,가입하지않음,보통이다
102211,4,4,경북,1,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.5,2,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-03-01,,6.0,0,6.0,0,0,1,3,1,3,3,2,2,2,2,2,2,2,5.0,40,3,3,3,3,3,14.0,18.0,3.0,3,1,2,1,2,2,2,2,2,2.0,2,2,0,0,,3.0,4.0,2,0,23.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,보통이다,,,경북,예술/스포츠/여가관련서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
102217,4,5,전남,1,28.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-1.0,13.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3,3.9,2,5,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-06-01,,1.0,0,1.0,0,0,1,2,-1,3,3,1,1,3,1,1,3,3,5.0,40,1,3,3,1,1,13.0,6.0,3.0,3,1,2,1,1,2,3,3,3,,2,2,0,0,,2.0,6.0,3,0,28.416666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,,전남,건설업,2차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,보통이다
102285,4,4,경남,1,26.166666667,2.0,19.0,1.0,15.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,44.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.5,2,4,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-03-01,,,42.0,,0,42.0,1,1,4,3,1,4,4,1,1,3,1,1,1,3,6.0,44,1,2,1,1,1,15.0,19.0,3.0,3,1,2,3,2,2,3,3,3,2.0,3,3,0,1,5.0,3.0,6.0,3,1,26.166666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,도보,5.0,경남,협회/단체/수리/기타개인서비스업,3차산업,6.0,44,40시간초과,제공하지않는다,가입했다,그렇다
102289,4,4,경북,1,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,-1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,48.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.3,2,5,6,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-08-01,2019-05-01,,21.0,0,21.0,1,0,4,4,-1,4,4,1,1,3,1,1,1,3,6.0,48,1,2,1,1,1,8.0,19.0,3.0,3,1,2,3,3,2,3,3,3,,3,3,0,1,,3.0,6.3333333333,3,1,24.166666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,경기,협회/단체/수리/기타개인서비스업,3차산업,6.0,48,40시간초과,제공하지않는다,가입했다,그렇다
102311,4,5,광주,1,25.166666667,2.0,3.0,5.0,6.0,2.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,50.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,2.8,2,4,4,6,4,1,2018,0,1,2013-03-01,2018-02-28,2018-09-01,2016-09-01,,,24.0,,0,24.0,1,1,4,3,5,2,4,1,1,1,1,1,1,1,5.0,50,1,2,1,1,1,6.0,3.0,3.0,3,1,2,3,2,2,2,3,2,2.0,1,3,1,1,8.0,2.0,4.6666666667,2,1,25.166666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,보통이다,그렇지않다,보통이다,1000명미만,그렇다,승용차,8.0,광주,제조업,2차산업,5.0,50,40시간초과,제공한다,가입했다,그렇다
102327,4,1,서울,1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3,4.0,2,4,6,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-03-01,,1.0,0,1.0,0,0,1,3,9,4,4,3,3,3,3,3,3,3,3.0,24,3,3,2,3,1,1.0,7.0,3.0,3,1,1,1,2,2,3,3,3,1.0,3,3,0,0,,3.0,5.6666666667,3,0,24.0,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,서울,도매/소매업,3차산업,3.0,24,40시간이하,제공하지않는다,가입하지않음,그렇다
102461,4,2,인천,1,22.666666667,2.0,3.0,4.0,5.0,3.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,4.1,2,4,4,4,4,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-02-01,,,31.0,,0,31.0,1,1,4,4,4,3,3,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,5.0,3.0,3.0,3,1,1,3,3,2,2,2,2,2.0,2,2,1,0,30.0,2.0,4.0,2,1,22.666666667,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,보통이다,시내버스,30.0,인천,제조업,2차산업,5.0,40,40시간이하,제공한다,가입했다,보통이다
102498,4,4,대구,1,23.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,40.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1,3.0,2,4,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-06-01,,21.0,0,21.0,1,0,2,1,6,2,3,1,3,3,1,2,3,3,5.0,40,1,3,1,1,1,3.0,3.0,1.125,3,1,2,1,1,2,3,3,3,2.0,1,2,0,0,,2.0,6.0,3,1,23.916666667,1.125,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,대구,제조업,2차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
102521,4,2,경기,1,26.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,12.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3,2.4,1,4,7,6,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-06-01,,6.0,0,6.0,0,0,2,3,2,4,4,3,3,3,1,3,3,3,2.0,12,3,3,3,1,3,5.0,18.0,3.0,3,1,1,1,2,2,3,3,3,2.0,3,3,0,0,,3.0,6.3333333333,3,0,26.333333333,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,인천,예술/스포츠/여가관련서비스업,3차산업,2.0,12,40시간이하,제공하지않는다,가입하지않음,그렇다
102522,4,2,경기,1,26.583333333,2.0,10.0,4.0,1.0,1.0,0.0,20.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,40.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,4.4,1,4,4,6,4,1,2018,0,1,2011-03-01,2018-02-28,2018-09-01,2016-01-01,,,32.0,,0,32.0,1,1,4,1,4,3,3,1,1,2,2,1,2,2,5.0,40,1,2,1,1,1,1.0,10.0,3.0,3,1,1,3,1,2,2,3,2,2.0,2,2,0,0,20.0,3.0,4.6666666667,2,1,26.583333333,3.0,남자,건강하다,미혼,수도권,잘맞다,이공계,있다,보통이다,그렇지않다,보통이다,1000명미만,보통이다,도보,20.0,서울,정보통신업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
102649,4,1,서울,2,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,35.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3,3.3,1,5,7,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-08-01,,12.0,0,12.0,1,0,1,1,9,4,4,1,1,1,2,1,3,1,5.0,35,1,3,1,1,1,1.0,7.0,3.0,3,1,1,1,1,2,3,3,3,1.0,3,3,0,0,,3.0,7.0,3,1,22.0,3.0,여자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,,,서울,도매/소매업,3차산업,5.0,35,40시간이하,제공하지않는다,가입했다,그렇다
102653,4,2,경기,2,23.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,18.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.4,1,4,6,5,6,1,2018,1,2,2017-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-07-01,,9.0,0,9.0,0,0,2,2,1,4,5,2,2,3,1,2,2,3,3.0,18,2,2,2,2,2,5.0,7.0,3.0,3,1,1,1,1,2,3,3,3,2.0,3,3,0,0,,3.0,5.6666666667,3,0,23.666666667,3.0,여자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,,인천,도매/소매업,3차산업,3.0,18,40시간이하,제공하지않는다,가입하지않음,그렇다
102719,4,2,경기,1,28.083333333,2.0,3.0,7.0,1.0,2.0,1.0,50.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,45.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1,2.8,1,3,4,4,3,1,2018,0,1,2010-03-01,2018-02-28,2018-09-01,2013-11-01,,,58.0,,0,58.0,1,1,3,3,7,2,2,1,1,1,1,2,2,1,5.0,45,1,2,1,1,1,1.0,3.0,1.125,2,1,1,2,2,2,2,2,1,2.0,1,1,0,1,110.0,2.0,3.6666666667,1,1,28.083333333,1.125,남자,보통이다,미혼,수도권,보통이다,이공계,있다,보통이다,보통이다,그렇다,1000명미만,그렇다,승용차,110.0,서울,제조업,2차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇지않다
102807,4,2,경기,1,24.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,52.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3,4.3,2,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13.0,0,13.0,1,0,3,2,7,2,2,1,1,1,1,1,1,1,5.0,52,1,3,1,1,1,1.0,13.0,3.0,2,1,1,2,1,2,2,2,2,2.0,1,1,1,1,,3.0,4.0,2,1,24.916666667,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,그렇다,,,서울,전문과학및기술서비스업,3차산업,5.0,52,40시간초과,제공한다,가입했다,그렇지않다
102813,4,2,경기,2,24.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,40.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,5,4,5,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-05-01,,9.0,0,9.0,0,0,3,4,3,3,3,1,1,2,1,1,2,2,5.0,40,1,2,1,1,1,8.0,13.0,3.0,3,1,1,2,3,2,2,3,2,2.0,2,2,0,0,,3.0,4.3333333333,2,1,24.833333333,3.0,여자,건강하다,미혼,수도권,보통이다,이공계,없다,보통이다,그렇지않다,보통이다,1000명미만,보통이다,,,경기,전문과학및기술서비스업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
102831,4,5,전남,2,21.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,40.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.2,2,3,6,6,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-12-01,,5.0,0,5.0,0,0,1,2,7,2,3,1,1,1,1,1,1,1,6.0,40,1,2,1,1,1,6.0,3.0,3.0,2,1,2,1,1,2,3,3,2,2.0,1,2,1,0,,2.0,5.3333333333,3,1,21.916666667,3.0,여자,보통이다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,보통이다,1000명미만,그렇다,,,광주,제조업,2차산업,6.0,40,40시간이하,제공한다,가입했다,보통이다
102845,4,1,서울,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,8.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,40.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3,4.3,2,5,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-06-01,,6.0,0,6.0,0,0,1,2,1,1,1,1,1,3,2,2,1,3,5.0,40,1,3,1,1,1,8.0,10.0,3.0,3,1,1,1,1,2,2,2,2,2.0,1,1,0,0,,3.0,4.0,2,1,24.0,3.0,여자,건강하다,미혼,수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,그렇다,,,경기,정보통신업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
102847,4,1,서울,2,22.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.0,1,4,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2019-06-01,2019-07-01,,1.0,0,1.0,0,0,4,4,3,3,3,3,2,3,2,3,3,3,5.0,40,1,2,1,1,1,1.0,10.0,3.0,3,1,1,3,3,2,3,3,3,2.0,2,2,0,0,,3.0,5.0,3,1,22.666666667,3.0,여자,건강하다,미혼,수도권,잘맞다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,정보통신업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,보통이다
102853,4,1,서울,2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,45.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3,4.0,1,4,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-03-01,,2.0,0,2.0,0,0,3,4,3,2,2,1,1,3,2,1,3,3,5.0,45,1,2,1,1,1,1.0,10.0,3.0,3,1,1,2,3,2,3,3,3,2.0,1,1,0,1,,3.0,5.0,3,1,23.75,3.0,여자,건강하다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,,서울,정보통신업,3차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇지않다
102992,4,4,대구,1,26.583333333,2.0,10.0,2.0,3.0,1.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,4.3,2,3,5,4,5,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2016-03-01,,,30.0,,0,30.0,1,1,4,4,2,4,4,1,1,1,1,1,1,1,5.0,40,1,3,1,1,1,3.0,10.0,3.0,2,1,2,3,3,2,3,2,3,2.0,3,3,1,0,20.0,3.0,4.6666666667,2,1,26.583333333,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,보통이다,그렇지않다,1000명미만,그렇지않다,도보,20.0,대구,정보통신업,3차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
103003,4,5,광주,1,24.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-1.0,8.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,40.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.6,2,5,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-02-01,,4.0,0,4.0,0,0,3,2,-1,2,2,1,2,3,1,1,2,3,5.0,40,1,2,1,1,1,8.0,8.0,3.0,3,1,2,2,1,2,3,3,3,,1,1,0,0,,3.0,6.0,3,1,24.083333333,3.0,남자,건강하다,미혼,비수도권,보통이다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇다,,,경기,운수/창고업,3차산업,5.0,40,40시간이하,제공하지않는다,가입했다,그렇지않다
103024,4,2,강원,2,22.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,55.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3,4.3,2,3,4,5,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-02-01,,2.0,0,2.0,0,0,3,4,2,5,4,3,3,3,3,3,3,3,5.0,55,3,3,3,3,3,9.0,6.0,3.0,2,1,1,2,3,2,2,3,2,2.0,3,3,0,1,,2.0,4.3333333333,2,0,22.583333333,3.0,여자,보통이다,미혼,수도권,보통이다,이공계,없다,보통이다,그렇지않다,보통이다,1000명미만,그렇지않다,,,강원,건설업,2차산업,5.0,55,40시간초과,제공하지않는다,가입하지않음,그렇다
103091,4,1,서울,1,25.583333333,1.0,7.0,-1.0,1.0,6.0,0.0,30.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,8.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,1,3.4,1,4,7,6,6,1,2018,0,1,2013-03-01,2018-02-28,2018-09-01,2013-04-01,,,65.0,,0,65.0,1,1,2,3,-1,3,3,3,3,3,3,3,1,3,1.0,8,3,3,3,2,3,1.0,7.0,1.125,3,1,1,1,2,2,3,3,3,,2,2,0,0,30.0,3.0,6.3333333333,3,0,25.583333333,1.125,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,전철/지하철,30.0,서울,도매/소매업,3차산업,1.0,8,40시간이하,제공하지않는다,가입하지않음,보통이다
103114,4,4,경남,1,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,6.0,15.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,20.0,4.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,3,3.5,2,3,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-07-01,,11.0,0,11.0,0,0,5,3,6,5,4,2,1,2,1,2,1,2,5.0,20,1,3,1,1,1,15.0,17.0,3.0,2,1,2,3,2,2,2,2,2,2.0,3,3,0,0,,3.0,4.0,2,1,27.75,3.0,남자,보통이다,미혼,비수도권,잘맞다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,그렇지않다,,,경남,보건업/사회복지서비스업,3차산업,5.0,20,40시간이하,제공하지않는다,가입했다,그렇다
103138,4,5,전북,1,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,30.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3,3.4,2,4,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-12-01,2019-04-01,,4.0,0,4.0,0,0,1,1,9,4,4,2,2,2,2,2,2,2,6.0,30,1,2,1,1,1,12.0,7.0,3.0,3,1,2,1,1,2,2,2,2,1.0,3,3,0,0,,3.0,4.0,2,1,25.666666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,1000명이상,그렇지않다,,,전북,도매/소매업,3차산업,6.0,30,40시간이하,제공하지않는다,가입했다,그렇다
103145,4,2,강원,1,22.083333333,2.0,1.0,3.0,9.0,2.0,0.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,40.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,3,4.2,2,2,1,7,2,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2016-01-01,,,32.0,,0,32.0,1,1,1,1,3,2,1,1,1,2,1,1,1,2,5.0,40,1,3,1,1,3,9.0,1.0,3.0,1,1,1,1,1,2,1,3,1,2.0,1,1,0,0,20.0,1.0,3.3333333333,1,0,22.083333333,3.0,남자,건강하지않다,미혼,수도권,맞지않다,이공계,없다,그렇다,그렇지않다,그렇다,1000명미만,그렇다,승용차,20.0,강원,농업/임업/어업,1차산업,5.0,40,40시간이하,제공하지않는다,가입하지않음,그렇지않다
103358,5,5,광주,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3,3.8,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-12-01,2018-06-01,,6.0,0,6.0,0,0,4,4,-1,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,11.0,3.0,3.0,3,1,2,3,3,2,3,3,3,,3,3,1,0,,2.0,5.0,3,1,24.666666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,,충남,제조업,2차산업,5.0,40,40시간이하,제공한다,가입했다,그렇다
103377,5,2,경기,2,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,45.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3,4.0,1,4,6,6,6,2,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-06-01,,13.0,0,13.0,1,0,3,3,3,3,4,1,1,3,1,1,3,3,5.0,45,1,3,1,1,1,1.0,17.0,3.0,3,2,1,2,2,2,3,3,3,2.0,2,3,0,1,,3.0,6.0,3,1,29.5,3.0,여자,건강하다,기혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,,서울,보건업/사회복지서비스업,3차산업,5.0,45,40시간초과,제공하지않는다,가입했다,그렇다
